miR,GSM1021014,GSM1021015,GSM1021016,GSM1021017,GSM1021019,GSM1021020,GSM1021021,GSM1021022,GSM1021023,GSM1021024,GSM1021026,GSM1021038,GSM1021039,GSM1021040,GSM1021042,GSM1021043,GSM1021044,GSM1021045,GSM1021046,GSM1021047,GSM1021048,GSM1021049,GSM1021051,GSM1021052,GSM1021055,GSM1021060,GSM1021061,GSM1021062,GSM1021063,GSM1021064,GSM1021065,GSM1021067,GSM1021069,GSM1021070,GSM1021071,GSM1021072,GSM1021073,GSM1021078,GSM1021080,GSM1021082,GSM1021083,GSM1021084,GSM1021086,GSM1021087
hsa-miR-1283,0,0.000469439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000469439,0.000210173,2.37E-05,0,0.001629967,0.000104359,0,0,0,0.026969047,0,0.046662195,0,0,0,1.487570754,0,0,0,0,0.000210173,0.000688884,0,0,0.130395125,0,0
hsa-miR-1284,0,0.000469439,0,0,0,0,0,0,0,0,0,0.624458783,0,0,0,0,0,0.000469439,0.000210173,2.37E-05,0,0.001629967,0.000104359,0,0,0,0,0,0,0,0.214954974,0,0,0,0,0,0,0.000210173,0.000688884,0.068800242,0,0.361728149,0,0
hsa-miR-1285,0,0.000469439,0,0,0,0,0,0,0,0,0,0,0,1.335273767,0,0,0,0.000469439,0.000210173,2.37E-05,0,0.001629967,0.000104359,0,0,0,0,0,0,2.938773065,0,0,0,0,0,0,0,0.000210173,0.000688884,0,0,0,0,0
hsa-miR-1286,0,0.000469439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000469439,0.000210173,2.37E-05,0,0.001629967,0.000104359,0,0,0,0,0,0,0,0,0,0,0,0.244530191,0,0,0.000210173,0.000688884,0,0,0,0,0
hsa-miR-1287,0.657343196,0.000469439,0,0.30433669,0,0,0.71776041,0,1.335273767,0,0,0,0.511347528,0,0,0,0,0.000469439,0.000210173,1.539540547,0,0.001629967,0.000104359,2.174050278,0,1.006149806,0,0,0,0,0,0,0.764478754,0.677396164,0.043903626,0,0,0.000210173,0.000688884,3.291632065,3.014832448,0,0.097339535,0
hsa-miR-1288,2.26026349,0.000469439,4.279327522,4.374995302,3.491563956,3.525091255,4.396413896,3.941958198,3.963153749,2.743730537,2.760741598,4.538620572,3.651968315,3.67090991,4.254898713,4.211440925,3.619077465,4.299891624,4.350156542,4.144628657,4.237074311,3.812010791,2.133501657,2.924850218,4.041391975,3.651968315,0,2.28768034,3.538780354,0.095745283,1.347776058,2.445586662,0,2.7122715,4.124833952,0,2.445586662,3.197211484,2.578867505,0.095745283,1.47482388,1.661021607,2.662512674,2.880593495
hsa-miR-1289,0,0.000469439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000469439,0.000210173,2.37E-05,0,0.001629967,0.000104359,0,0,0,0,0,0.463370514,0,0,0,0,0,0,0,0,0.000210173,0.000688884,0,0,0,0,0
hsa-miR-129*,3.076165078,3.67090991,1.821928449,2.519805284,2.28768034,2.982328296,1.969992557,2.159004299,2.461688915,3.257059712,2.837117046,1.821928449,1.514700281,0.876556614,1.721255835,1.462322639,1.771581976,2.534191149,2.776053194,3.029934937,1.579780641,2.662512674,3.506924995,3.029934937,2.776053194,0,0.045408049,0.707711485,2.370657099,0.192183321,3.014832448,3.963153749,1.62121968,3.210999858,1.955894582,3.570606843,2.629382005,2.924850218,3.67090991,2.215580827,4.237074311,2.133501657,3.134813182,2.866904282
hsa-miR-129-3p,2.821983801,3.743409843,2.445586662,2.564041135,2.316414729,2.445586662,2.489484758,2.28768034,2.866904282,3.356426099,3.223639942,1.914909542,1.873635642,1.206598562,1.981381985,1.427961028,1.873635642,2.400202687,2.629382005,3.291632065,1.439870071,3.09097306,3.491563956,2.999607704,2.415027617,1.016775354,0,3.405507913,2.461688915,0.231412232,3.257059712,3.760961501,1.401521514,3.223639942,0.855883373,3.059056005,2.7122715,3.538780354,3.619077465,2.924850218,4.32590301,2.982328296,2.866904282,2.808936121
hsa-miR-129-5p,0,0.000469439,0,0,0,1.016775354,0,0,0.314766677,0,0,0,0,0.773683463,0,0,0,0.000469439,0.000210173,2.37E-05,0,0.001629967,0.000104359,0,0,0,0,0,0,5.305828257,0,0,0,0,0,0,0,0.000210173,0.000688884,0.051522947,0,0,0.043903626,0
hsa-miR-1290,2.896779212,3.538780354,3.339848903,3.372814876,3.438166393,3.356426099,3.884994217,3.134813182,3.182340094,3.239660542,2.982328296,4.124833952,3.688968135,4.778132501,4.10311273,4.32590301,3.724778413,4.778132501,4.442918641,3.923131844,4.254898713,3.423385611,4.063364105,4.237074311,2.866904282,4.943665504,1.360079356,2.578867505,2.629382005,1.661021607,1.834923617,4.237074311,3.272466251,2.743730537,2.07651485,4.083653451,4.514803547,4.063364105,4.041391975,2.61236207,2.548471325,4.751026073,5.005379822,4.943665504
hsa-miR-1291,0,0.000469439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000469439,0.000210173,2.37E-05,0,0.001629967,0.000104359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000210173,0.000688884,0,0,0,0,0
hsa-miR-1292,0,0.000469439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000469439,0.000210173,2.37E-05,0,0.001629967,0.000104359,0,0,0,0,2.118586816,0.089706655,0,0,0,0,0,0,0,0,0.000210173,0.000688884,0,0,0,0,0
hsa-miR-1293,0,0.000469439,0,0.278261267,0,0,0,0,0.361728149,0,0,0,0,0,0,0,0,0.000469439,0.000210173,2.37E-05,0,0.001629967,0.000104359,0,0,0,1.928823294,0,1.928823294,0.32640384,0.091600186,0,0.128328827,0,0,0,0,0.000210173,0.000688884,0,0,0,0,0
hsa-miR-1294,1.914909542,1.661021607,0.824469678,1.016775354,0.484895594,0.211754859,1.401521514,1.066427085,0.373711909,1.62121968,0.802251438,0,0,0,0,0,0,0.000469439,0.000210173,1.62121968,1.2884626,1.526599028,0.972575963,0,0,1.167470676,0,0.811535269,1.251862187,3.84809489,2.118586816,0,0.43464783,0,0,0,0,1.902280955,0.000688884,0.636201884,2.504502275,0,0,0
hsa-miR-1295,0,0.000469439,1.684799117,1.206598562,0,0,0.945821902,0,1.696708487,0,0,1.771581976,0.71776041,0.993479631,1.710613927,1.566691648,1.673018732,1.415237303,0.000210173,2.37E-05,0,0.001629967,0.000104359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000210173,0.000688884,0,0,0,0,0
hsa-miR-1296,0.667265724,0.000469439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000469439,0.000210173,2.37E-05,0,0.001629967,0.000104359,0,0,0,0,0,0,0,0,0,0,0,0.114703561,0,0,0.000210173,0.000688884,0,0,0,0.961712261,0
hsa-miR-1297,0,0.000469439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000469439,0.000210173,2.37E-05,0,0.001629967,0.000104359,0,0,0,0,0.143542874,0.345657928,0.13583788,0,0,0,0,0,1.684799117,0,0.000210173,0.000688884,0.064710164,0,0,0,0
hsa-miR-1298,0,0.000469439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000469439,0.000210173,2.37E-05,0,0.001629967,0.000104359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000210173,0.000688884,0,0,0,0.050305782,0
hsa-miR-1299,0.60854242,1.2884626,1.219215914,1.795111502,1.635115657,1.077964695,2.28768034,0,0,0,0,1.943023464,1.834923617,2.896779212,2.089376242,2.38360787,0.645995406,2.118586816,2.174050278,2.28768034,2.461688915,0.001629967,2.445586662,2.430407623,0,3.473839342,3.272466251,0.499838262,0.055544242,0,1.554635774,2.821983801,1.605955667,0.69873471,0,0,2.200478379,0.000210173,1.526599028,1.501420083,0.511347528,1.808006742,1.721255835,2.037535075
hsa-miR-1300_v13.0,2.593606658,3.182340094,2.821983801,1.834923617,0.511347528,2.103987353,3.84809489,2.821983801,0.924313215,2.924850218,0.677396164,3.884994217,4.237074311,5.9095804,4.563493623,5.177135544,3.210999858,5.804732895,4.47035214,5.005379822,4.592350987,4.279327522,5.840519617,4.914990422,4.083653451,4.442918641,1.526599028,4.144628657,0.073169839,2.38360787,0,4.974950586,4.914990422,4.396413896,2.896779212,4.563493623,4.974950586,5.542788778,4.62071995,5.51444633,1.808006742,5.943235306,5.768543474,5.478698449
hsa-miR-1301,0,0.000469439,0,0,0,0,0,0,0,0,0,0,0,0.252612287,0,0,0,0.000469439,0.000210173,2.37E-05,0,0.001629967,0.000104359,0,0,0,0.066211948,0,0,0,0,0,0,0,0,0,0,0.000210173,0.000688884,0,0,0,0,0
hsa-miR-1302,0,0.000469439,0,0,0,0.087422609,0,0,0,0,0,0,0,0,0,0,0,0.000469439,0.000210173,2.37E-05,0,0.001629967,0.000104359,0,0.39393591,0,0,0,0,0,0,0,0,0,0,0.773683463,0,0.000210173,0.000688884,0,0,0.520798859,0,0
hsa-miR-1303,0,0.000469439,0,0,0,0,0,0,0,0,0,0,0,0.707711485,0,0,0,0.000469439,0.000210173,2.37E-05,0,0.001629967,0.000104359,0,0,0.520798859,2.089376242,0,0.050305782,0,0,0,0,0,0,0,0,1.401521514,0.000688884,0,0,0,0,0
hsa-miR-1304,0,0.000469439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000469439,0.000210173,2.37E-05,0,0.001629967,0.000104359,0,0,0,0.163686095,0,0,0.114703561,0,0,0,0,0,1.526599028,0,0.000210173,0.000688884,0,0.544990959,0.455207671,0,0
hsa-miR-1305,4.350156542,3.388919362,5.9095804,6.024932903,4.592350987,5.243067798,5.9095804,5.804732895,5.033537101,4.350156542,4.350156542,6.024932903,5.061289641,4.887859426,5.60464848,5.840519617,4.696680295,5.943235306,6.28962553,5.710094112,5.982868634,5.804732895,4.420569428,4.62071995,5.876274076,5.840519617,4.802989424,4.189436769,5.637435521,4.374995302,4.592350987,4.563493623,3.538780354,4.442918641,5.982868634,4.32590301,4.211440925,4.374995302,4.211440925,4.254898713,4.493325408,3.67090991,4.671870891,4.62071995
hsa-miR-1306,0,0.000469439,0,0,0,0.373711909,1.335273767,0,0,0,0,0.60854242,0,1.042503778,1.042503778,0.83520271,0.657343196,0.000469439,0.000210173,1.673018732,0,0.001629967,0.000104359,0.91223565,0.811535269,0.83520271,0,0,0.409673442,0,0,0,0,0,0,0,1.077964695,0.000210173,0.000688884,1.077964695,1.323642223,0,0,1.347776058
hsa-miR-1307,0,0.000469439,0,0,0,0.19636494,1.042503778,0,0,0,0,0,0,0,0,0,0,0.000469439,0.000210173,2.37E-05,0,0.001629967,0.000104359,0,0,0,0,0,0,0,0,0,0,0,0.387381152,0,0,0.000210173,0.000688884,1.771581976,0,0,0,0
hsa-miR-1308,4.442918641,4.493325408,5.840519617,4.279327522,4.493325408,4.802989424,5.710094112,5.60464848,4.671870891,5.152925114,3.637377979,6.175217141,6.534567045,8.518852375,6.175217141,7.195043886,7.104662093,5.982868634,5.768543474,6.28962553,7.195043886,6.061938109,5.478698449,6.40684544,5.572643291,8.150291806,5.876274076,6.44761097,5.124812242,5.982868634,4.723866654,7.239395197,6.024932903,6.328453775,5.876274076,7.281176188,7.104662093,6.328453775,5.672120112,6.930377383,5.741279291,6.28962553,6.800394784,8.324281844
hsa-miR-130a,6.216399854,6.28962553,6.800394784,6.668284347,6.28962553,6.061938109,6.216399854,6.496902677,6.366912134,6.577813393,6.628165727,4.857943175,4.914990422,4.671870891,5.089669711,4.514803547,4.493325408,3.98193863,5.005379822,4.778132501,4.62071995,4.857943175,5.393607956,3.707088085,4.592350987,4.592350987,2.999607704,5.089669711,5.089669711,4.696680295,4.442918641,3.637377979,4.32590301,4.420569428,2.370657099,4.696680295,5.061289641,4.671870891,3.923131844,4.299891624,4.299891624,3.941958198,4.592350987,5.274051435
hsa-miR-130a*,0,0.000469439,2.629382005,0,0,0,0,0,0,0.802251438,0,0,0,0,0,0,0,0.000469439,0.000210173,2.37E-05,0,0.001629967,0.000104359,0,2.430407623,0,2.866904282,0,4.083653451,2.370657099,2.61236207,0,2.159004299,0,3.923131844,0,0,0.000210173,0.000688884,0.345657928,0,0.089706655,0.140842059,0
hsa-miR-130b,5.876274076,6.366912134,5.033537101,4.83084203,5.033537101,5.741279291,5.4480574,5.542788778,5.177135544,4.671870891,5.124812242,4.646481086,5.672120112,4.943665504,4.021781361,4.887859426,5.393607956,5.243067798,4.914990422,5.061289641,4.778132501,5.982868634,5.60464848,4.751026073,5.478698449,4.021781361,4.974950586,4.887859426,3.637377979,3.134813182,5.152925114,5.005379822,5.637435521,5.005379822,5.768543474,5.243067798,4.47035214,5.089669711,5.305828257,4.802989424,4.887859426,4.887859426,5.204957798,4.751026073
hsa-miR-130b*,0,0.000469439,0,0,0,1.180990354,0,0,0.355871213,0,0,0,0,0,0,0,0,0.000469439,0.000210173,2.37E-05,0,0.001629967,0.000104359,0,0,1.347776058,0,0,1.696708487,0,0,0,0,0,0.038841768,1.914909542,0,0.000210173,0.000688884,1.593000388,0,0,0,0
hsa-miR-132,4.041391975,1.439870071,1.648833739,2.593606658,3.506924995,3.09097306,2.849598651,2.896779212,3.688968135,1.347776058,3.372814876,3.059056005,3.356426099,2.200478379,2.534191149,2.26026349,2.28768034,1.401521514,2.023012579,2.316414729,2.837117046,0.001629967,1.118642239,0.544990959,0,0,0,0,0,0,0.149026837,0,0,2.35704555,4.47035214,1.077964695,2.534191149,1.539540547,0.000688884,0,0,0,1.347776058,3.210999858
hsa-miR-132*,2.28768034,2.35704555,0,1.360079356,1.360079356,1.14211655,0,1.566691648,1.016775354,1.943023464,1.902280955,1.192782785,1.118642239,0.192183321,1.323642223,0.935576818,1.192782785,1.299668612,1.661021607,1.635115657,2.07651485,0.001629967,1.593000388,1.374651983,0,0,0.200777926,0.244530191,0,0,0.935576818,1.579780641,0,1.771581976,0,2.370657099,1.154593848,1.747316292,0.000688884,0,0.426133323,1.053419917,0.179064697,0.764478754
hsa-miR-1321,0,0.000469439,0,0,0,0.130395125,1.514700281,1.514700281,0,0,0,0,0.935576818,2.118586816,0.924313215,1.873635642,1.526599028,1.981381985,1.427961028,1.427961028,1.130694699,0.001629967,2.476718533,1.539540547,0.727730631,2.118586816,3.014832448,1.006149806,0,0.111922679,0.416604994,1.539540547,1.077964695,0,0.402101838,2.938773065,1.180990354,1.27734253,1.673018732,2.118586816,0,1.192782785,2.133501657,2.023012579
hsa-miR-1322,0,0.000469439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000469439,0.000210173,2.37E-05,0,0.001629967,0.000104359,0,0,0,0,0,0.387381152,0.214954974,0,0,0,0,4.442918641,0,0,0.000210173,0.000688884,0.43464783,0,0.149026837,0.299228919,0
hsa-miR-1323,1.401521514,2.370657099,0.636201884,0.416604994,0,0.865520658,0.961712261,0,0,1.450754003,0.499838262,0.260568135,0,2.302707719,1.501420083,1.821928449,0,2.370657099,0.000210173,1.86038934,2.534191149,1.914909542,2.230782238,2.61236207,0.314766677,3.356426099,0,0,0.802251438,0.310262706,2.26026349,3.491563956,0,0,0,0,3.210999858,1.86038934,1.808006742,0.373711909,0.248261658,0.114703561,1.450754003,2.548471325
hsa-miR-1324,0,0.000469439,0.366893363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000469439,0.000210173,2.37E-05,0,0.001629967,0.000104359,0,0,0,0,0,0,0,0,0,1.335273767,0,0,0,0,0.000210173,0.000688884,0,0,0,0,0
hsa-miR-133a,1.091513188,2.548471325,2.062622329,2.118586816,1.487570754,1.130694699,2.118586816,1.994937893,0.71776041,2.461688915,2.18622139,0.263665459,0,0.784131182,1.834923617,0.677396164,0.624458783,1.902280955,1.888982949,1.566691648,0,1.661021607,0.000104359,0.747260573,1.439870071,2.245286235,1.180990354,0,0,1.579780641,0,2.548471325,0,1.943023464,0.031597527,0,2.274756668,1.053419917,2.880593495,0,0.553974371,0.351757685,1.180990354,1.747316292
hsa-miR-133b,2.999607704,3.760961501,4.563493623,4.442918641,3.604510202,3.388919362,4.144628657,3.812010791,4.420569428,4.563493623,4.442918641,1.760060413,1.684799117,0.961712261,2.7122715,1.994937893,0,0.000469439,2.695824537,1.760060413,0.793025762,2.7122715,1.928823294,1.335273767,2.461688915,2.050500585,0.888872321,0.120369377,0,0,0,2.461688915,0,1.808006742,0.69873471,0,3.119354194,2.33051656,2.61236207,0,0,0.961712261,2.445586662,1.821928449
hsa-miR-134,4.021781361,5.572643291,5.542788778,4.538620572,3.79651237,5.274051435,5.804732895,4.299891624,3.372814876,5.4480574,3.310252395,4.001280655,3.963153749,6.710833519,6.254179667,6.28962553,4.083653451,6.577813393,6.138497045,6.216399854,7.368308516,4.32590301,6.577813393,6.496902677,3.456623181,8.72494105,2.26026349,3.104581722,1.501420083,5.542788778,0.876556614,7.755448959,4.943665504,3.149864938,0.063801323,4.592350987,7.61234271,5.243067798,6.138497045,5.982868634,0,3.210999858,5.274051435,6.40684544
hsa-miR-135a,1.795111502,1.733143855,0.598794406,2.133501657,1.066427085,0.146500925,0,1.969992557,1.415237303,2.274756668,1.605955667,1.251862187,0.536433711,0.43464783,0.897860067,1.2884626,1.943023464,1.427961028,1.593000388,1.696708487,2.089376242,1.834923617,1.710613927,1.388897642,0.972575963,0,2.776053194,1.635115657,0.040957476,0.865520658,2.302707719,1.439870071,2.050500585,0,0.01656008,2.880593495,0,1.230321306,2.245286235,1.955894582,2.999607704,2.037535075,0.57276422,0
hsa-miR-135a*,3.210999858,3.777238544,2.924850218,2.999607704,3.724778413,4.10311273,3.423385611,3.637377979,2.849598651,2.791744106,2.415027617,2.982328296,2.911289648,3.197211484,2.999607704,3.029934937,2.760741598,3.257059712,3.119354194,3.491563956,3.554392902,3.438166393,2.896779212,2.578867505,2.174050278,1.661021607,0,0.645995406,0,1.888982949,0,2.230782238,0,2.050500585,1.994937893,0,3.84809489,2.35704555,2.662512674,0,0,2.760741598,1.808006742,2.461688915
hsa-miR-135b,1.2884626,0.000469439,0,2.18622139,2.896779212,0.624458783,1.696708487,2.062622329,1.299668612,2.009521591,2.230782238,5.982868634,5.305828257,5.274051435,4.914990422,4.83084203,4.974950586,4.751026073,4.887859426,5.274051435,4.299891624,3.67090991,3.257059712,4.538620572,4.778132501,1.579780641,6.28962553,4.83084203,6.366912134,4.857943175,5.274051435,3.438166393,5.804732895,6.138497045,6.40684544,4.420569428,3.272466251,4.538620572,4.887859426,4.914990422,5.152925114,4.671870891,5.061289641,4.299891624
hsa-miR-135b*,0,0.000469439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000469439,0.000210173,2.37E-05,0,0.001629967,0.000104359,0,0,2.089376242,0.043903626,0,0,0,0,0,0,0,0,0,0,0.000210173,0.000688884,0,0,0,0,0
hsa-miR-136,5.005379822,4.671870891,4.299891624,4.802989424,4.299891624,4.974950586,4.279327522,4.696680295,3.941958198,3.619077465,4.420569428,2.33051656,2.808936121,2.274756668,2.461688915,2.28768034,2.174050278,1.14211655,2.35704555,2.07651485,2.726303974,2.821983801,3.149864938,1.846753956,3.506924995,2.695824537,2.07651485,1.526599028,1.028977239,3.197211484,0.116054058,2.760741598,2.274756668,1.902280955,0.474963928,3.67090991,2.430407623,2.504502275,2.924850218,1.206598562,2.593606658,1.26367178,1.539540547,2.662512674
hsa-miR-136*,0,0.000469439,0,0.289379995,1.374651983,1.206598562,0,1.192782785,0.409673442,0.493243553,0.455207671,0,0,0,0,0,0,0.000469439,0.000210173,2.37E-05,0,0.001629967,0.000104359,0,0,0,0,0,0.120369377,0,0,0,0.416604994,0,0,0,0,0.000210173,0.000688884,0,0,0.110023335,0,0
hsa-miR-137,0,0.000469439,0.590355018,0,0.984357361,0,0,0,0,0,0,0,0,0,0,0,0,0.000469439,0.000210173,2.37E-05,0,0.001629967,0.000104359,0,0,0,0,0,0,0,0.114703561,0,0.598794406,0,0,2.38360787,0,0.000210173,0.000688884,0,2.880593495,0,0,0
hsa-miR-138,0,0.000469439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000469439,0.000210173,2.37E-05,0,0.001629967,0.000104359,0,0,0,0,0,0.616968435,0,0,0,0,0,0.130395125,0,0,0.000210173,0.000688884,0,0,0,0,0
hsa-miR-138-1*,0,0.000469439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000469439,0.000210173,2.37E-05,0,0.001629967,0.000104359,0,0,0,0,0,0,0,0,0,0,0,0.248261658,0,0,0.000210173,0.000688884,0,0,0,0,0
hsa-miR-138-2*,0,0.000469439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000469439,0.000210173,2.37E-05,0,0.001629967,0.000104359,0,0,0,0.811535269,0,0,0,0,0,0,0,0.426133323,0,0,0.000210173,0.000688884,0.366893363,0,0,0,0
hsa-miR-139-3p,2.050500585,2.519805284,1.86038934,0.91223565,1.873635642,2.461688915,1.955894582,2.18622139,2.415027617,1.401521514,0.564571306,3.456623181,2.866904282,3.554392902,3.707088085,3.865734802,1.648833739,2.593606658,2.743730537,2.215580827,2.982328296,0.001629967,0.000104359,3.239660542,0,2.880593495,2.726303974,1.514700281,0.876556614,0.120369377,0,2.837117046,0.167163739,3.182340094,0.345657928,0,2.938773065,2.911289648,2.343430149,1.981381985,0,0,2.808936121,2.489484758
hsa-miR-139-5p,0,0.000469439,0,2.023012579,2.215580827,0.747260573,0,2.174050278,2.629382005,0.91223565,1.501420083,0,0,0,0,0,0,0.000469439,0.000210173,2.37E-05,0,0.001629967,0.000104359,0,0,0,0,0,3.456623181,0,0,0,0,0,0,0,0,0.000210173,0.000688884,0.60854242,0,0,0,0
hsa-miR-140-3p,6.061938109,6.841423146,5.741279291,5.478698449,4.751026073,6.758694481,5.274051435,5.572643291,4.914990422,5.005379822,4.778132501,4.299891624,4.350156542,3.637377979,3.963153749,3.760961501,4.021781361,3.905566196,4.083653451,4.211440925,3.67090991,5.061289641,4.374995302,3.09097306,4.538620572,4.041391975,0.69873471,2.953166176,1.042503778,1.374651983,2.578867505,3.272466251,2.302707719,4.083653451,0.278261267,3.257059712,4.32590301,3.586921049,3.210999858,2.38360787,0.200777926,2.245286235,3.525091255,4.167457934
hsa-miR-140-5p,6.099762759,5.177135544,5.804732895,5.876274076,5.9095804,5.204957798,5.337062632,5.943235306,5.840519617,5.393607956,5.876274076,5.177135544,5.37000481,4.374995302,4.751026073,4.592350987,5.152925114,3.812010791,4.646481086,4.751026073,4.802989424,5.033537101,4.47035214,4.47035214,5.033537101,5.243067798,5.672120112,6.138497045,6.28962553,5.876274076,6.024932903,4.211440925,5.9095804,5.305828257,4.778132501,5.572643291,4.778132501,4.887859426,5.420391545,5.768543474,5.768543474,5.804732895,4.420569428,5.177135544
hsa-miR-141,11.49964941,11.49964941,11.02018313,11.49964941,11.2367624,12.45474764,11.2367624,11.2367624,10.46066171,9.519927369,10.46066171,10.16742127,9.929287938,10.16742127,10.05355213,9.335101163,10.78165002,9.16104849,9.519927369,9.929287938,9.16104849,10.30968574,10.30968574,10.16742127,9.929287938,8.800085785,10.16742127,9.617301304,9.798585125,9.43191641,9.43191641,9.335101163,9.929287938,9.43191641,9.085242946,9.519927369,9.617301304,10.16742127,9.929287938,9.70639615,9.16104849,9.617301304,9.929287938,9.929287938
hsa-miR-141*,0,0.000469439,1.450754003,0.28351289,1.969992557,0,0,0,0.474963928,0,1.914909542,2.28768034,1.47482388,1.066427085,1.873635642,1.673018732,2.38360787,0.000469439,0.000210173,2.37E-05,0,0.001629967,0.000104359,0.616968435,0,0,3.059056005,0.624458783,1.566691648,0,0,0,0.125808921,2.146091542,0,0,0.737558317,1.427961028,1.167470676,0.023573653,0,0,1.821928449,0.252612287
hsa-miR-142-3p,8.260775254,5.876274076,7.368308516,8.082838352,8.932139577,7.61234271,8.3809158,8.202020921,7.61234271,7.711322335,7.61234271,7.711322335,7.61234271,7.515740434,6.628165727,6.44761097,7.462185096,4.374995302,5.710094112,6.841423146,6.061938109,5.60464848,5.768543474,6.841423146,7.104662093,6.216399854,6.710833519,7.813546719,7.813546719,7.239395197,7.515740434,4.83084203,7.368308516,6.758694481,6.886181608,6.758694481,6.40684544,6.976582023,6.534567045,6.886181608,7.104662093,6.628165727,6.328453775,7.324369869
hsa-miR-142-5p,5.60464848,3.884994217,4.396413896,5.089669711,5.305828257,6.099762759,5.243067798,5.005379822,4.32590301,3.743409843,4.514803547,4.592350987,4.493325408,3.941958198,3.506924995,3.134813182,3.760961501,0.000469439,2.118586816,3.339848903,2.174050278,2.200478379,3.538780354,3.538780354,3.310252395,0.784131182,0.493243553,1.27734253,4.374995302,0.101007386,0.784131182,0.984357361,2.808936121,3.239660542,0,1.347776058,3.538780354,3.257059712,2.445586662,0.553974371,1.251862187,0.91223565,3.884994217,4.396413896
hsa-miR-143,4.83084203,2.938773065,5.124812242,5.177135544,5.152925114,2.133501657,4.802989424,4.857943175,5.542788778,5.204957798,5.741279291,3.405507913,3.743409843,3.491563956,4.350156542,4.10311273,3.506924995,2.26026349,3.538780354,2.38360787,3.688968135,3.339848903,1.721255835,2.26026349,1.62121968,3.884994217,0.463370514,3.506924995,4.021781361,2.023012579,2.037535075,2.695824537,0,2.230782238,0,2.07651485,4.442918641,3.812010791,2.476718533,1.219215914,2.646155917,0,3.941958198,2.982328296
hsa-miR-143*,1.241005105,2.911289648,2.430407623,0.924313215,0,0.846026326,1.526599028,1.487570754,1.661021607,1.605955667,1.994937893,0,0,0.355871213,0.811535269,1.091513188,0,0.000469439,0.000210173,1.167470676,0,0.001629967,0.000104359,0,0.366893363,0,0,0,0,0,0,0,0,0,0,0,1.47482388,0.000210173,0.000688884,0,0,0,0.073169839,0
hsa-miR-144,2.743730537,0.000469439,4.62071995,4.420569428,4.254898713,4.887859426,3.83004867,3.688968135,3.473839342,4.646481086,3.272466251,3.423385611,5.243067798,2.103987353,3.538780354,4.646481086,4.778132501,2.133501657,2.200478379,2.37E-05,0,0.001629967,1.579780641,6.800394784,0,1.105126696,4.442918641,0.380026229,3.029934937,2.743730537,0.624458783,2.866904282,3.456623181,3.98193863,0.058919934,2.400202687,1.733143855,3.291632065,3.182340094,0,0.23569893,3.637377979,3.905566196,4.32590301
hsa-miR-144*,0,0.000469439,0,0.380026229,2.037535075,0,0,0,0.351757685,0.409673442,1.118642239,1.554635774,2.821983801,0,1.771581976,2.504502275,2.476718533,0.000469439,1.091513188,2.37E-05,0,0.001629967,0.000104359,3.554392902,1.335273767,0.553974371,0.038841768,3.554392902,0.179064697,0.063801323,0.351757685,0,3.029934937,0.747260573,0.146500925,1.006149806,0,0.000210173,0.000688884,0,0,0,0.91223565,1.167470676
hsa-miR-145,8.029483334,9.16104849,8.3809158,8.150291806,6.628165727,8.029483334,8.029483334,8.029483334,7.567421222,8.260775254,7.813546719,4.671870891,4.943665504,4.62071995,6.024932903,5.4480574,4.374995302,5.033537101,5.840519617,5.177135544,4.83084203,6.668284347,5.982868634,4.420569428,5.637435521,6.930377383,4.778132501,5.741279291,5.420391545,5.804732895,3.651968315,6.28962553,3.182340094,3.197211484,1.401521514,5.061289641,6.841423146,5.572643291,5.061289641,4.32590301,4.254898713,4.041391975,5.243067798,4.887859426
hsa-miR-145*,2.18622139,1.888982949,1.47482388,2.776053194,2.646155917,0.143542874,1.673018732,2.370657099,2.837117046,2.400202687,3.076165078,1.118642239,1.526599028,0.544990959,2.009521591,1.710613927,1.066427085,0.000469439,0.000210173,1.710613927,1.028977239,1.928823294,0.000104359,0,0.43464783,0,0.075382036,2.400202687,0,4.592350987,0.257116704,1.299668612,0.846026326,0,0,0,1.783400498,1.981381985,1.771581976,0.087422609,1.439870071,0.3387261,0.289379995,0.624458783
